RFDI,id,DPDD,DpRVIVV,VH,VV,B11,B11_contrast,B11_corr,B11_diss,B11_ent,B11_var,B12,B2,B3,B4,B8,EVI,GCI,MSAVI,NDMI,NDVI,SAVI,Slope,elevation,fhd_normal,N_efectivo_estratos,month,time,year,lon,lat
0.106214437130425,48,0.2398910384193101,0.5730699471027382,0.0486045206873453,0.2906526393370082,1428.5,404633511363.6364,0.7243438146931267,402981.8181818182,4.775701366989511,738223076531.5,611.5,228.5,409.5,234.5,2552.5,0.5376450356782827,5.233211233211232,0.4284433866948221,0.2823411226272583,0.8317186832427979,0.498229332030773,2.930482864379883,402,3.218686,9.309385883487364,8,2019-08-01 08:00:00,2019,-77.47402312363754,-1.1299916166235064
0.2729708335870425,49,0.2057395384994894,0.8093925961765858,0.0588751457463191,0.2320844999160403,1477.5,994370318181.8182,0.6150635289076284,641413.6363636364,4.770975363485693,1303596219514.4297,637.5,230.0,423.5,193.0,3000.5,0.5391118354043594,6.085005903187721,0.5197287512513546,0.3401072025299072,0.8791294693946838,0.4942110177404295,2.0733449459075928,372,3.252258,9.528558653502902,8,2019-08-01 08:00:00,2019,-77.47402312363754,-1.1210982953107234
0.3170904311782844,50,0.1385344887492713,0.7022987584970409,0.0343981284178803,0.1615192244277621,1467.5,707553653409.0908,0.5965706142147011,540976.1363636362,4.770975363485694,872591221801.3984,618.5,198.5,318.5,167.0,2845.0,0.5662318464212228,7.932496075353216,0.5019398294168126,0.3194202780723572,0.8891102075576782,0.5205056007834975,3.818521499633789,361,3.259355,9.575547644641668,8,2019-08-01 08:00:00,2019,-77.4737536290523,-1.107623566048936
0.2310824172628395,51,0.2113588295019295,0.8823840488957938,0.0659375870476153,0.232968936161316,1491.5,478325346590.909,0.8059551050440977,444212.50000000006,4.969467510646041,1230790836977.0078,642.0,222.5,422.5,222.5,2886.5,0.5696214886680852,5.831952662721894,0.4900385090958488,0.3186386525630951,0.8568671345710754,0.5233767786679421,12.958112716674805,408,3.33791,10.111393986365957,8,2019-08-01 08:00:00,2019,-77.47348413446707,-1.1305306057939788
0.2128417114235713,52,0.1645024383585029,0.55697011788639,0.0323936019717516,0.2002479773982873,1524.0,664624857954.5455,0.6506310008126222,516548.86363636353,4.770975363485693,956084419482.125,625.5,219.5,403.5,200.0,3151.0,0.5942634962193001,6.8091697645601,0.5427252397889994,0.348021388053894,0.8806326389312744,0.5404548954569686,2.0731072425842285,373,3.235613,9.419255281835532,8,2019-08-01 08:00:00,2019,-77.47348413446707,-1.1216372844811957
0.099681102767205,53,0.2371610991689023,0.5637382588730664,0.0472689516898537,0.2881274912221184,1309.0,487624414772.7272,0.6685530148842955,441085.2272727272,4.751441215669915,739192300200.1797,551.0,175.0,319.5,158.5,2648.0,0.5262309613989847,7.2879499217527375,0.4698101018678776,0.338387668132782,0.8870479464530945,0.4941354521377223,4.718631267547607,364,3.153172,8.896093800917876,8,2019-08-01 08:00:00,2019,-77.4737536290523,-1.1078930606341686
0.2876183583619806,54,0.2027782522357174,0.6734932941091892,0.0482847133932052,0.2384870410728586,1397.0,379385153409.0908,0.7980065325697505,435342.0454545455,5.069414785301006,939070988490.422,606.0,206.5,348.5,194.0,2530.0,0.555764771173171,6.259684361549498,0.4370743758414016,0.2885154187679291,0.8575624227523804,0.5134277343749999,4.62769079208374,415,3.148969,8.870214547486443,8,2019-08-01 08:00:00,2019,-77.47348413446707,-1.1310695949644511
0.27867077988851,55,0.2057836341887732,0.5610023449004796,0.0408160069997927,0.250205999384394,1357.5,382967522727.2727,0.7299293930574875,397806.8181818181,4.770975363485693,710286294783.1016,557.5,200.0,373.5,171.5,2615.0,0.5719311496263317,6.001338688085676,0.4595360120809104,0.3165512979030609,0.8769065141677856,0.5250593029621069,5.547544956207275,375,3.374163,10.36869914392629,8,2019-08-01 08:00:00,2019,-77.47348413446707,-1.1219067790664354
0.2676557863501483,56,0.277270639030294,0.5525750979610038,0.0541689227851763,0.3379509753793203,1286.5,361297034090.90906,0.808967744614294,425020.4545454546,5.070603985627743,957351255612.164,532.5,161.0,288.0,148.5,2221.5,0.5234802187198456,6.713541666666666,0.3951933935519883,0.2665336430072784,0.8746835589408875,0.4943678015441084,6.530562877655029,416,3.315353,9.954528611994109,8,2019-08-01 08:00:00,2019,-77.47321463988183,-1.1313390895496909
0.281804611046608,57,0.1492858351281209,0.5648833427130905,0.02981483271359,0.1813072199947923,1444.5,477999051136.3637,0.7173635417693027,449589.7727272727,4.747101346340631,850429219058.6797,582.0,200.5,346.5,172.5,2844.0,0.5995769765574509,7.207792207792208,0.4998242455865223,0.3263378739356994,0.8856290578842163,0.5462737167667877,3.818522691726685,378,3.246321,9.4894271602792,8,2019-08-01 08:00:00,2019,-77.47321463988183,-1.1224457682369078
0.3211469534050179,58,0.1710347266573092,0.9630066064153794,0.0582329204300137,0.1836467096455281,1339.5,534231090909.0908,0.6304071992731244,475504.5454545454,4.743635610437831,724293227350.2656,598.0,234.5,335.5,197.5,2310.5,0.5007582524876913,5.886736214605066,0.3966339380352672,0.2660273909568786,0.8425039649009705,0.4632310550253027,1.8546808958053589,364,3.343709,10.152119140011088,8,2019-08-01 08:00:00,2019,-77.47321463988183,-1.108432049804641
0.2545710267229255,59,0.2203504435934865,0.9799888733880858,0.0763466666962909,0.2352759191085454,1390.5,521242840909.0909,0.7592150703195077,486050.0,4.759704022350812,1082097381482.5234,571.5,223.0,420.0,195.5,3107.5,0.539548707994662,6.398809523809524,0.5370429257399436,0.3817252218723297,0.8816227912902832,0.4966499162479061,0.9274099469184875,364,3.314506,9.948686066663734,8,2019-08-01 08:00:00,2019,-77.47294514529659,-1.1089710389751133
0.2712116701399226,60,0.2527255851837358,0.5733169496402245,0.0512270089357815,0.3061809411897345,1320.5,161632784090.90912,0.7661557391277299,272643.18181818177,5.083679261988305,348967419240.72656,557.0,202.5,416.0,193.0,3266.0,0.5723724194718373,6.850961538461539,0.5645550420252281,0.4241796433925628,0.8884070515632629,0.5272710854253206,10.691998481750488,409,3.323622,10.011748151082163,8,2019-08-01 08:00:00,2019,-77.47267565071135,-1.1318780787201632
0.1221616439997603,61,0.1655007015731829,0.6077551649628345,0.0355617810712024,0.1984915556758551,1200.0,439493073863.6365,0.6844415872815439,414517.0454545454,4.712734415970382,705653903118.4922,465.0,151.5,243.5,139.0,2160.5,0.4984230338793367,7.872689938398357,0.3867665316934359,0.2858205735683441,0.8791041374206543,0.4754771918472986,4.719465255737305,383,3.304796,9.881951670242788,8,2019-08-01 08:00:00,2019,-77.47267565071135,-1.12298475740738
0.2196215684129935,62,0.1430294658661023,1.085910525455083,0.05491292353808,0.1473612869087416,1513.0,495078471590.90906,0.7270368748243201,461757.95454545465,4.7545054184966125,912542461729.164,653.5,228.5,364.5,210.0,3082.0,0.5557105562087725,7.455418381344305,0.5275093517767289,0.341458112001419,0.8724179863929749,0.5095632575988305,0.9275836944580078,363,3.174763,9.030231667324967,8,2019-08-01 08:00:00,2019,-77.47267565071135,-1.109240533560346
0.2108960428564208,63,0.3813485675177837,0.5729663469907471,0.077251378955159,0.4620569372200426,1368.5,248391153409.0909,0.758902312662776,345351.13636363635,5.090610733793905,520691675938.7656,572.5,201.0,350.5,180.0,2602.0,0.564365671641791,6.423680456490728,0.4544156969365498,0.3106661736965179,0.870596706867218,0.5199305174620589,5.623608589172363,418,3.335992,10.097960261760194,8,2019-08-01 08:00:00,2019,-77.47240615612613,-1.1324170678906356
0.2082135523613963,64,0.1756996764067414,0.6497888534427627,0.0403643743491697,0.2081124909298081,1351.5,605234892045.4545,0.6266828134269312,484392.0454545454,4.712734415970381,800380670727.0469,561.0,218.5,390.0,195.5,2937.5,0.5333212055060335,6.532051282051282,0.5080244979880164,0.3697831630706787,0.8751994967460632,0.4929011769101438,4.627934455871582,384,3.345826,10.167027219648734,8,2019-08-01 08:00:00,2019,-77.47240615612613,-1.1232542519926128
0.2796628484979468,65,0.2496772888752826,0.4363362333957477,0.0385172546392118,0.314579753504758,1438.0,560912840909.091,0.6283832648700942,452306.8181818182,4.770975363485694,754023149199.4375,635.0,235.5,450.0,199.0,2899.5,0.5678876066231813,5.443333333333333,0.5002587807682118,0.3369452357292175,0.8715507388114929,0.5158614402917047,4.141277313232422,384,3.279175,9.708005999043985,8,2019-08-01 08:00:00,2019,-77.47213666154089,-1.123793241163085
0.5371506156655275,66,0.1754894703421021,0.828635899576597,0.0514126292492677,0.1967669597622041,1209.5,454194982954.5455,0.7333292593899465,424939.7727272727,4.770975363485693,859339184389.0938,541.5,199.0,354.5,182.0,2429.5,0.4767716046829107,5.853314527503525,0.4228332986237675,0.3352569341659546,0.8606165051460266,0.450841048376581,2.073105335235596,362,3.274642,9.677550963528377,8,2019-08-01 08:00:00,2019,-77.47240615612613,-1.1095100281455856
0.1131339401820546,67,0.1918807637994778,0.4685779719357634,0.0317883739580926,0.2395720045656373,1296.0,413453136363.6362,0.592821379911078,416936.3636363636,4.770975363485693,510834536745.8203,556.5,238.5,424.0,223.5,2449.0,0.4913805502475908,4.775943396226415,0.4135753706709989,0.3078771829605102,0.8327409029006958,0.4576449575811699,6.198437690734863,366,3.207642,9.238393515192252,8,2019-08-01 08:00:00,2019,-77.47213666154089,-1.110049017316058
0.2623057971743174,68,0.3161893339577815,0.685652014499802,0.0766489091745497,0.3705103351862607,1317.0,781173261363.6362,0.6589676614840911,586418.1818181818,4.942442824498434,1150232286893.1406,586.5,200.5,354.5,201.5,2358.5,0.5163092449089925,5.653032440056418,0.4040741381595098,0.2833628058433532,0.842578113079071,0.4845893629017102,13.532014846801758,419,3.229949,9.382347917244298,8,2019-08-01 08:00:00,2019,-77.47186716695565,-1.1329560570611008
0.2243320450344479,69,0.0906761910659767,0.5504328953647498,0.0176462592769016,0.1105892399129366,1378.0,337908244318.1819,0.5361021574580445,349762.5,4.747101346340631,374759652225.0,596.5,216.5,386.0,199.0,2691.0,0.551255710039696,5.971502590673575,0.4639528060099519,0.3226836919784546,0.8622837662696838,0.5079029590148869,3.704791784286499,387,3.286581,9.757969676459464,8,2019-08-01 08:00:00,2019,-77.47186716695565,-1.1240627357483175
0.23415754627753,70,0.125170325539077,0.7043051181076366,0.0311685954858327,0.1458489764981854,1471.0,390127738636.3637,0.5727694478076187,403384.0909090909,4.751441215669914,464942244705.6485,640.0,216.0,365.0,206.5,2466.0,0.5324602507108815,5.756164383561645,0.4217745699610328,0.252730518579483,0.8454630374908447,0.4941154608523291,3.929209232330322,370,3.328835,10.047989802022927,8,2019-08-01 08:00:00,2019,-77.47186716695565,-1.1105880064865303
0.235752135827836,71,0.2934882154963488,0.4846984096140167,0.0502941263881074,0.3647608883635067,1356.0,507280897727.27264,0.7683240298587611,449175.0,4.850057155449578,1121383729700.3672,570.0,220.5,400.0,187.0,2793.0,0.5272459800175714,5.9825,0.4858575184128924,0.3463485240936279,0.8744966387748718,0.4866113520648689,13.679802894592283,370,3.163997,8.963095075301789,8,2019-08-01 08:00:00,2019,-77.47186716695565,-1.101155696003275
0.1683690280065898,72,0.1985684615094769,0.6071397929411967,0.042623977669686,0.2381942336565761,1423.5,981936443181.818,0.667133668275512,615759.0909090908,4.783893106396128,1500182453729.289,602.5,199.0,353.0,170.5,2915.0,0.5783249475060418,7.257790368271955,0.5129820472572728,0.3437824249267578,0.8894830942153931,0.5301434537860905,15.563761711120604,418,3.309726,9.915778192993955,8,2019-08-01 08:00:00,2019,-77.47159767237041,-1.1334950462315732
0.2382103990326481,73,0.1969279367371703,0.7871484809983031,0.0548048506933703,0.2236933082504869,1278.0,189269187500.0,0.7256085035884612,264162.50000000006,4.731071547845103,352264880938.8125,563.5,237.0,394.5,235.5,2247.5,0.5115627895733452,4.697084917617238,0.3742324362460562,0.2749964594841003,0.8103101253509521,0.4755321141002434,6.529956340789795,391,3.320205,9.988063545990649,8,2019-08-01 08:00:00,2019,-77.47159767237041,-1.1243322303335574
0.2404776611076796,74,0.1682854197007509,0.6480321706056196,0.0385565407911089,0.1994349820993415,1498.0,663022068181.8181,0.5451829457046553,493868.1818181818,4.770975363485695,732534233052.6641,638.5,194.5,357.5,167.0,2990.5,0.5836671863590615,7.365034965034965,0.5274235975645959,0.3325164318084717,0.8942201137542725,0.5350358801181934,18.93299674987793,442,3.320762,9.991920511831161,8,2019-08-01 08:00:00,2019,-77.47132817778518,-1.1340340354020455
0.2601800755155388,75,0.1315900531313737,0.677039917872768,0.0314986792431263,0.1545977585686585,1333.0,355038522727.2727,0.7471443060685566,351420.45454545453,4.696383391013974,705020126353.2344,580.5,169.0,327.5,154.0,2758.0,0.5374289829559094,7.421374045801526,0.4910797162125604,0.3483255803585052,0.8942307829856873,0.504065294890237,4.627687454223633,395,3.257386,9.56248778623567,8,2019-08-01 08:00:00,2019,-77.47132817778518,-1.1248712195040298
0.257530202809818,76,0.2136944280547639,0.8538087430775775,0.0645072907920483,0.2377022675665603,1359.0,246706579545.45453,0.4762096838939858,311204.5454545455,4.726731678515822,239782535526.8047,566.5,228.5,388.5,246.0,2471.0,0.5118297939967023,5.360360360360359,0.4107097355748831,0.2903394401073456,0.8189179301261902,0.4789923777653838,2.7808103561401367,369,3.326744,10.03343708814834,8,2019-08-01 08:00:00,2019,-77.47132817778518,-1.110857501071763
0.2028444858941478,77,0.0801426431793817,0.9417139842290484,0.0266831862680128,0.0866556266406964,1265.0,825333681818.1818,0.6841079925913613,589000.0,4.739854807634777,1324032991911.164,522.5,182.5,284.0,145.5,2216.5,0.5169437537247488,6.804577464788732,0.395186031850374,0.273301750421524,0.8767993450164795,0.4833472106577851,12.419151306152344,374,3.252211,9.528248237961698,8,2019-08-01 08:00:00,2019,-77.47132817778518,-1.10196417975898
0.2397561463122126,78,0.1106637317100208,0.5353760643500266,0.0209468763154061,0.1355552739317229,1299.0,505936721590.9092,0.5134041852168589,447832.9545454545,4.751441215669914,517498021641.3203,552.0,181.5,331.5,162.5,2561.0,0.5181536216018975,6.725490196078432,0.4528060666613986,0.3269430100917816,0.8806682825088501,0.4864864864864864,2.9309213161468506,372,2.995914,7.977374460105836,8,2019-08-01 08:00:00,2019,-77.47105868319994,-1.1113964902422353
0.1421791829667158,79,0.2215138577290391,0.5100637183116103,0.0399466477118308,0.2733212541421604,1292.0,209388545454.54547,0.7089194537803825,297627.2727272727,4.744509743864314,362565120061.9688,541.0,228.0,394.5,228.0,2637.5,0.5034736246869699,5.685678073510773,0.445294253466828,0.3424099683761596,0.8408654928207397,0.4704365328972199,24.61585807800293,427,3.242581,9.46485890843534,8,2019-08-01 08:00:00,2019,-77.4707891886147,-1.1343035299872852
0.3397211543978427,80,0.0513331694086312,0.6533483559761512,0.0118576298278089,0.0607384345494729,1091.5,421998426136.3636,0.6371795068505672,394901.1363636364,4.770975363485693,586208341005.8594,467.0,180.5,343.0,141.5,2324.5,0.4300289979594029,5.776967930029155,0.4164072774133218,0.3609484732151031,0.8852392435073853,0.4122168840082361,16.985124588012695,412,3.295174,9.81626366273243,8,2019-08-01 08:00:00,2019,-77.4707891886147,-1.125410208674502
0.1711373390557939,81,0.1086169662709739,0.778850492416912,0.0299093361553624,0.1236982506488699,1355.5,700553409090.909,0.5701707135083517,529602.2727272727,4.770975363485694,818894575439.1719,573.0,182.0,333.0,163.5,2472.5,0.5438652638316599,6.424924924924924,0.4364726480259541,0.2917972803115845,0.875948429107666,0.5068978374347503,2.930921792984009,371,3.299955,9.84884810041006,8,2019-08-01 08:00:00,2019,-77.47105868319994,-1.1119354794127077
0.2822018348623853,82,0.1774254427181807,0.4927578705327187,0.0309103892291306,0.2200070781729712,1246.5,1056537511363.636,0.5269392921540492,580122.7272727273,4.766635494156412,1128151141807.8828,503.0,193.5,313.0,146.5,2442.5,0.5509639069275085,6.803514376996804,0.4365032494078939,0.3242070972919464,0.8868288993835449,0.5075004687792988,14.948094367980955,369,3.26199,9.593052816123325,8,2019-08-01 08:00:00,2019,-77.47105868319994,-1.1022336743442196
0.2971809543808074,83,0.1230770554329823,1.0796675910153977,0.0469809905250858,0.1270762504851829,1380.0,371301670454.5454,0.5680626797996569,385861.3636363637,4.76443002585463,430357897760.8516,563.5,186.5,320.0,169.0,2865.0,0.5778637801308372,7.953124999999998,0.5047514418847896,0.3498233258724212,0.8885959386825562,0.5329126154961049,10.691040992736816,443,3.334345,10.086438872685669,8,2019-08-01 08:00:00,2019,-77.4707891886147,-1.1348425191577576
0.3250676614731914,84,0.2933096798753691,0.8180996595039635,0.0848374515771865,0.3299650756778712,1211.5,463608687500.00006,0.8192877830240182,423032.9545454546,4.770975363485693,1297535514575.1484,513.5,203.5,359.5,185.0,2635.5,0.4988220833760115,6.331015299026425,0.4587408753006236,0.3701585531234741,0.8688175678253174,0.4679692504804613,8.683310508728027,425,3.300772,9.854427094912753,8,2019-08-01 08:00:00,2019,-77.4707891886147,-1.1259491978449745
0.2557508479802652,85,0.1018965846488591,0.8230937099767538,0.0296526776874677,0.114450854282447,1299.5,1208473153409.0906,0.7813362002575139,669446.5909090908,4.770975363485694,2764912114993.508,568.5,168.5,298.0,133.5,2423.0,0.5632547613802495,7.130872483221475,0.4371618509592744,0.3018133044242859,0.8955603241920471,0.5221548363141284,19.546724319458008,356,2.532326,5.785036251891315,8,2019-08-01 08:00:00,2019,-77.4707891886147,-1.1027726635146848
0.2313840728768733,86,0.1604383088017193,0.7615113518168338,0.0431955953009633,0.1836984369306307,1411.5,329488329545.45447,0.5574547927273714,358538.63636363635,4.770660296585441,370891248045.0078,572.5,177.5,353.0,174.0,3221.5,0.5908818815532857,8.126062322946176,0.5644086131410013,0.3906755745410919,0.8975114226341248,0.5459086584205519,11.572199821472168,447,3.223883,9.342981427015687,8,2019-08-01 08:00:00,2019,-77.47051969402948,-1.13538150832823
0.2185242753954466,87,0.3913710249944409,0.5147240544404685,0.0712226519867424,0.4822595594802555,1434.0,478282556818.18176,0.8461209111034181,424634.0909090909,4.751441215669914,1565227972427.664,617.0,215.5,394.5,206.5,2726.5,0.539678107736184,5.91128010139417,0.4677106248776652,0.3106597661972046,0.8591885566711426,0.4999384160610912,12.253767013549805,429,3.256966,9.559704342607679,8,2019-08-01 08:00:00,2019,-77.47051969402948,-1.1262186924302071
0.3102325581395349,88,0.2133808757597908,0.601910927255811,0.0454090825475158,0.2563570459030288,1273.0,280359715909.0909,0.548269749031828,326713.63636363635,4.751441215669914,311084412789.22656,550.5,196.5,317.5,192.5,2165.5,0.5003341636794459,5.820472440944881,0.371812560054757,0.2595608532428741,0.8367260098457336,0.4717395455413404,0.9275845885276794,370,3.357998,10.253169179361073,8,2019-08-01 08:00:00,2019,-77.47051969402948,-1.1119354794127077
0.1244305609787843,89,0.0650255630907887,0.7349073854254529,0.016895526895061,0.0750645063288797,1263.5,974528562500.0,0.5515683281992899,632114.7727272727,4.770975363485695,1096446847431.672,517.5,184.5,330.0,152.5,2960.5,0.5706971091586478,7.971212121212121,0.5275437570558182,0.4017519056797027,0.9020237922668456,0.5259501805496053,9.932915687561035,347,3.034605,8.194210758441145,8,2019-08-01 08:00:00,2019,-77.47051969402948,-1.1033116526851572
0.2854067209585322,90,0.3832413305958074,0.5385356057941191,0.0729695668423056,0.4690155205481963,1364.5,599387159090.9092,0.7382880632099027,510238.63636363647,4.864077632510906,1159258015480.4062,570.5,204.0,406.5,209.5,2817.5,0.530426164519326,5.931119311193112,0.4825292411947326,0.3474414050579071,0.8615791201591492,0.4958616429894996,18.455055236816406,454,3.23507,9.41571073980165,8,2019-08-01 08:00:00,2019,-77.47025019944424,-1.1356510029134623
0.1639813440746237,91,0.1294100379338568,0.6473857575442886,0.0296200721272473,0.1533933586260296,1453.5,449451130681.8182,0.6107139395508289,435701.1363636364,4.751441215669914,580912864352.9922,637.5,227.0,396.0,197.5,2971.0,0.5434958363651065,6.502525252525252,0.5130781522488104,0.3429765999317169,0.8753353357315063,0.498948540326571,1.311564803123474,371,3.265351,9.615427493824773,8,2019-08-01 08:00:00,2019,-77.47025019944424,-1.11247446858318
0.1089655172413793,92,0.1886126111843433,0.8816722246108226,0.058793984486158,0.2079445282853436,1440.0,527839386363.6364,0.7164092249343387,459913.6363636364,4.751441215669915,934565022510.2812,611.0,225.0,418.5,227.5,3016.5,0.5452715503631197,6.207885304659498,0.510372258831884,0.3537529408931732,0.8597410321235657,0.5043197858359698,22.795305252075195,432,3.230451,9.38561316599809,8,2019-08-01 08:00:00,2019,-77.469980704859,-1.1267576816006797
0.1497817715019255,93,0.1847492515348752,0.5713608996920759,0.0373205650769157,0.2239543320819832,1419.5,581077613636.3636,0.6615691134070882,496959.0909090909,4.770975363485695,864110288249.0234,576.5,220.5,440.5,198.0,3317.0,0.5740803039597887,6.530079455164586,0.5710759604334243,0.4006122648715973,0.8873399496078491,0.5244666747016995,2.073105812072754,372,3.2833,9.73580316194897,8,2019-08-01 08:00:00,2019,-77.469980704859,-1.1130134577536523
0.2965324210853677,94,0.2100053582212772,0.6284216384316326,0.0466591167006572,0.2503333090668932,1362.0,2059639840909.091,0.7826258443053857,836204.5454545454,4.770975363485694,4789279704333.695,578.0,215.5,390.0,201.5,3172.5,0.5591225254146602,7.134615384615383,0.5457770501504797,0.3992722332477569,0.8805571794509888,0.5145905526171803,8.3394136428833,351,3.315949,9.958641833804863,8,2019-08-01 08:00:00,2019,-77.469980704859,-1.103581147270397
0.3354657113613101,95,0.153028927912312,0.4513105954435555,0.0244176616650117,0.1919979236239946,1372.5,681974693181.8182,0.6270762363620946,544579.5454545455,4.785697041621811,907652588287.8124,581.5,173.5,336.5,149.5,3359.5,0.5714313985474263,8.98365527488856,0.5975964757969793,0.4199070036411285,0.9147905111312866,0.5290722530996153,16.079631805419922,454,3.296677,9.82649557718095,8,2019-08-01 08:00:00,2019,-77.46971121027376,-1.1359204974986952
0.3735852197070572,96,0.4218720587155263,0.4841273538986877,0.0722096750108303,0.5244075120109257,1392.0,678212289772.7273,0.7680595114978945,533823.8636363636,4.770975363485693,1475561850432.4922,596.0,218.5,397.5,211.0,3013.0,0.5768516527552435,6.579874213836479,0.5154999125262555,0.3679909110069275,0.8691067099571228,0.5286635614475099,19.109960556030277,454,3.2682,9.634434573509926,8,2019-08-01 08:00:00,2019,-77.46971121027376,-1.1272966707711518
